ID,Place (x),Knowledge (y),Action (z),K5Name
3501,-0.083,-0.059,-0.35,Small is Beautiful
3503,0.003,-0.013,-0.157,Small is Beautiful
3507,-0.084,0.095,-0.2,Small is Beautiful
3508,0.15,-0.012,-0.292,Small is Beautiful
3510,-0.272,-0.267,-0.199,Small is Beautiful
3522,-0.265,-0.083,0.048,Small is Beautiful
3525,0.405,0.219,-0.258,Small is Beautiful
3531,0.063,-0.056,-0.392,Small is Beautiful
3532,0.131,-0.073,-0.495,Small is Beautiful
3536,-0.155,0.045,-0.156,Small is Beautiful
3537,-0.261,0.278,-0.095,Small is Beautiful
3540,-0.145,0.284,0.048,Small is Beautiful
3544,-0.072,0.131,-0.539,Small is Beautiful
3545,-0.036,-0.102,0.168,Small is Beautiful
3550,0.022,0.369,-0.126,Small is Beautiful
3551,-0.231,-0.268,-0.4,Small is Beautiful
3554,-0.304,-0.077,-0.23,Small is Beautiful
3555,-0.275,-0.242,-0.501,Small is Beautiful
3567,-0.117,-0.073,0.008,Small is Beautiful
3569,-0.188,0.046,-0.034,Small is Beautiful
3570,-0.401,-0.028,0.069,Small is Beautiful
3575,0.023,0.278,0.074,Small is Beautiful
3576,-0.522,-0.266,-0.395,Small is Beautiful
3590,0.024,0.199,0.123,Small is Beautiful
3593,-0.289,-0.043,0.04,Small is Beautiful
3606,-0.01,0.011,0.047,Small is Beautiful
3618,-0.061,0.077,-0.165,Small is Beautiful
3622,-0.149,0.019,-0.156,Small is Beautiful
3625,-0.213,0.14,-0.024,Small is Beautiful
3633,0.277,0.12,-0.364,Small is Beautiful
3635,-0.341,-0.35,-0.437,Small is Beautiful
3644,0.292,0.151,-0.179,Small is Beautiful
3645,-0.048,0.464,-0.421,Small is Beautiful
3656,-0.062,-0.003,-0.114,Small is Beautiful
3688,-0.246,-0.338,-0.405,Small is Beautiful
3701,0.092,-0.324,-0.012,Small is Beautiful
3702,-0.413,-0.287,-0.264,Small is Beautiful
3713,-0.37,-0.096,-0.051,Small is Beautiful
3726,-0.205,-0.024,-0.1,Small is Beautiful
3761,-0.095,-0.043,0.064,Small is Beautiful
3765,-0.487,-0.181,-0.25,Small is Beautiful
3768,-0.27,0.038,0.056,Small is Beautiful
3775,-0.211,-0.128,-0.034,Small is Beautiful
3777,0.285,-0.28,-0.112,Small is Beautiful
3778,0.1,0.215,-0.196,Small is Beautiful
3786,-0.124,-0.299,-0.044,Small is Beautiful
3811,-0.241,-0.204,-0.134,Small is Beautiful
3813,-0.201,-0.35,-0.278,Small is Beautiful
3841,-0.097,0.066,-0.016,Small is Beautiful
3843,-0.337,-0.032,-0.175,Small is Beautiful
3845,-0.07,0.097,0.041,Small is Beautiful
3854,-0.164,0.006,-0.177,Small is Beautiful
3964,-0.303,0.178,-0.137,Small is Beautiful
4043,-0.197,-0.14,-0.246,Small is Beautiful
4044,-0.193,0.176,0.046,Small is Beautiful
4045,-0.266,-0.219,-0.008,Small is Beautiful
4047,-0.141,0.068,-0.18,Small is Beautiful
4052,-0.373,-0.365,-0.271,Small is Beautiful
4055,-0.173,-0.221,0.006,Small is Beautiful
4057,0.03,-0.242,-0.086,Small is Beautiful
4059,0.117,-0.21,-0.048,Small is Beautiful
4061,-0.117,0.158,-0.035,Small is Beautiful
4063,-0.434,-0.357,-0.483,Small is Beautiful
4064,-0.158,-0.066,-0.193,Small is Beautiful
4065,-0.065,-0.368,-0.398,Small is Beautiful
4066,-0.153,-0.138,-0.113,Small is Beautiful
4067,-0.099,-0.12,-0.195,Small is Beautiful
4074,-0.412,-0.026,-0.436,Small is Beautiful
4075,-0.427,-0.197,-0.266,Small is Beautiful
4079,-0.072,-0.295,-0.245,Small is Beautiful
4097,-0.262,0.279,-0.374,Small is Beautiful
4121,0.37,0.226,-0.003,Small is Beautiful
4149,0.09,0.008,0.218,Small is Beautiful
4177,-0.149,0,-0.166,Small is Beautiful
4184,-0.389,-0.161,-0.2,Small is Beautiful
4186,-0.018,-0.06,-0.266,Small is Beautiful
4187,-0.075,0.167,-0.024,Small is Beautiful
4188,-0.423,-0.276,-0.207,Small is Beautiful
4190,-0.207,-0.044,0.19,Small is Beautiful
4199,-0.042,-0.126,-0.243,Small is Beautiful
4232,-0.398,0.085,-0.17,Small is Beautiful
4240,-0.1,-0.067,0.207,Small is Beautiful
4252,-0.03,0.077,-0.285,Small is Beautiful
4253,-0.081,0.022,0.166,Small is Beautiful
4256,0.127,-0.161,0.031,Small is Beautiful
4277,0.104,-0.111,0.035,Small is Beautiful
4282,0.073,-0.096,-0.028,Small is Beautiful
4291,0.121,0.21,-0.137,Small is Beautiful
4292,-0.317,-0.017,-0.267,Small is Beautiful
4296,0.011,0.021,0.184,Small is Beautiful
4325,-0.513,-0.015,-0.216,Small is Beautiful
4327,-0.178,-0.252,-0.149,Small is Beautiful
4332,0.086,0.066,-0.059,Small is Beautiful
4336,-0.122,-0.27,0.071,Small is Beautiful
4337,-0.122,-0.27,0.071,Small is Beautiful
4342,-0.12,0.038,-0.057,Small is Beautiful
4345,-0.12,0.038,-0.057,Small is Beautiful
4348,-0.351,-0.126,-0.234,Small is Beautiful
4354,-0.235,0.129,-0.3,Small is Beautiful
4357,-0.099,0,-0.213,Small is Beautiful
4358,-0.368,0.036,-0.142,Small is Beautiful
4360,-0.011,0.005,0.204,Small is Beautiful
4361,-0.234,-0.199,0.046,Small is Beautiful
4367,-0.305,-0.038,0.073,Small is Beautiful
4375,-0.302,0.101,-0.233,Small is Beautiful
4388,-0.396,-0.098,-0.271,Small is Beautiful
4395,0.422,0.135,-0.169,Small is Beautiful
4396,-0.445,-0.068,-0.246,Small is Beautiful
4408,-0.095,0.091,-0.4,Small is Beautiful
4426,-0.169,-0.104,-0.461,Small is Beautiful
4433,-0.204,0.075,-0.063,Small is Beautiful
4448,0.104,0.316,-0.031,Small is Beautiful
4451,-0.286,0.107,-0.222,Small is Beautiful
4455,-0.214,-0.104,-0.084,Small is Beautiful
4458,0.005,-0.373,-0.051,Small is Beautiful
4472,0.068,0.144,0.033,Small is Beautiful
4476,-0.017,0.115,-0.084,Small is Beautiful
4488,-0.103,0.042,-0.161,Small is Beautiful
4491,-0.005,0.193,-0.18,Small is Beautiful
4492,-0.103,-0.274,-0.159,Small is Beautiful
4498,-0.212,-0.274,-0.179,Small is Beautiful
4504,0,0,0,Small is Beautiful
4508,-0.003,-0.189,-0.237,Small is Beautiful
4509,0.257,-0.048,-0.258,Small is Beautiful
4510,-0.029,-0.011,-0.043,Small is Beautiful
4512,-0.089,0,-0.111,Small is Beautiful
4513,-0.174,-0.077,-0.303,Small is Beautiful
4515,-0.214,-0.038,0.037,Small is Beautiful
4516,-0.029,0.047,0.093,Small is Beautiful
4522,-0.321,-0.041,0.034,Small is Beautiful
4523,-0.134,0.124,-0.313,Small is Beautiful
4525,-0.25,0.066,-0.173,Small is Beautiful
4530,-0.118,0.204,-0.222,Small is Beautiful
4554,-0.232,-0.102,-0.281,Small is Beautiful
4581,-0.539,-0.146,-0.199,Small is Beautiful
4585,-0.138,-0.24,-0.041,Small is Beautiful
4594,-0.177,-0.124,0.186,Small is Beautiful
4595,-0.186,0.03,-0.411,Small is Beautiful
4598,-0.248,-0.172,-0.179,Small is Beautiful
4599,-0.248,-0.172,-0.179,Small is Beautiful
4600,-0.164,0.024,0.138,Small is Beautiful
4618,-0.185,-0.03,0.032,Small is Beautiful
4619,-0.471,-0.056,-0.171,Small is Beautiful
4620,-0.274,0.148,-0.203,Small is Beautiful
4624,-0.239,0.002,-0.056,Small is Beautiful
4625,-0.459,0.091,-0.874,Small is Beautiful
4626,0.198,0.068,-0.266,Small is Beautiful
4627,-0.421,0.087,-0.152,Small is Beautiful
4629,-0.131,-0.161,-0.035,Small is Beautiful
4635,-0.071,-0.032,-0.129,Small is Beautiful
4672,0.016,-0.106,0.187,Small is Beautiful
4681,-0.036,0.042,-0.219,Small is Beautiful
4682,0.174,0.352,-0.119,Small is Beautiful
4683,-0.123,0.097,0.009,Small is Beautiful
4692,-0.044,-0.053,-0.254,Small is Beautiful
4693,-0.044,-0.053,-0.254,Small is Beautiful
4696,0.115,0.335,-0.23,Small is Beautiful
4721,0.423,0.486,-0.115,Small is Beautiful
4722,-0.044,-0.043,-0.262,Small is Beautiful
4728,0.095,0.392,-0.165,Small is Beautiful
4730,-0.193,0.242,-0.087,Small is Beautiful
4738,0.285,0.073,-0.284,Small is Beautiful
4741,-0.053,-0.061,0.065,Small is Beautiful
4742,-0.209,0.111,-0.096,Small is Beautiful
4743,-0.359,-0.095,-0.075,Small is Beautiful
4744,0.124,0.07,-0.072,Small is Beautiful
4745,0.132,-0.206,0.123,Small is Beautiful
4747,0.028,-0.16,-0.084,Small is Beautiful
4750,0.13,0.007,-0.132,Small is Beautiful
4751,0.037,-0.14,-0.06,Small is Beautiful
4753,-0.373,-0.015,-0.033,Small is Beautiful
4755,-0.304,-0.321,-0.225,Small is Beautiful
4756,0,0.025,0.102,Small is Beautiful
4770,-0.323,-0.081,-0.224,Small is Beautiful
4778,0.04,-0.115,-0.097,Small is Beautiful
4789,-0.198,0.034,-0.098,Small is Beautiful
4803,-0.241,0.162,-0.137,Small is Beautiful
4804,-0.587,-0.193,-0.329,Small is Beautiful
4805,-0.038,0.032,-0.022,Small is Beautiful
4807,-0.012,0.076,-0.009,Small is Beautiful
4808,-0.094,0.151,-0.183,Small is Beautiful
4812,-0.064,0.237,-0.258,Small is Beautiful
4816,-0.092,-0.093,-0.191,Small is Beautiful
4817,0.037,0.14,-0.254,Small is Beautiful
4819,-0.295,0.036,-0.171,Small is Beautiful
4821,-0.334,-0.17,-0.574,Small is Beautiful
4824,0.063,0.284,-0.043,Small is Beautiful
4848,-0.117,-0.244,0.004,Small is Beautiful
4858,0,0,0,Small is Beautiful
4862,0.197,-0.146,-0.001,Small is Beautiful
4864,0.041,0.036,0.202,Small is Beautiful
4865,0.131,0.214,-0.043,Small is Beautiful
4867,-0.099,0.187,0.071,Small is Beautiful
4868,-0.104,0.128,-0.084,Small is Beautiful
4869,-0.403,-0.306,-0.462,Small is Beautiful
4874,-0.087,0.155,-0.254,Small is Beautiful
4876,-0.311,0.191,-0.269,Small is Beautiful
4878,-0.145,0.287,-0.219,Small is Beautiful
4879,0.065,-0.057,-0.032,Small is Beautiful
4880,0.067,0.104,0.095,Small is Beautiful
4884,0.12,0.22,0.071,Small is Beautiful
4886,-0.214,0.008,0.209,Small is Beautiful
4890,-0.171,0.044,-0.394,Small is Beautiful
4900,-0.181,-0.136,-0.149,Small is Beautiful
4901,0.13,0.002,0.236,Small is Beautiful
4906,0.13,0.002,0.236,Small is Beautiful
4908,-0.039,-0.081,-0.439,Small is Beautiful
4909,-0.18,-0.255,-0.136,Small is Beautiful
4916,-0.011,0.212,0.064,Small is Beautiful
4917,-0.277,-0.066,-0.044,Small is Beautiful
4918,0.112,0.225,0.022,Small is Beautiful
4923,-0.06,0.258,-0.045,Small is Beautiful
4928,-0.024,0.059,-0.172,Small is Beautiful
4930,-0.184,-0.183,-0.026,Small is Beautiful
4932,-0.045,0.018,0.185,Small is Beautiful
4937,0.062,-0.051,0.081,Small is Beautiful
4938,0.027,0.244,0.076,Small is Beautiful
4939,0.078,0,0.102,Small is Beautiful
4940,0.417,0.23,0.018,Small is Beautiful
4941,0.047,0.286,-0.173,Small is Beautiful
4944,-0.047,-0.123,-0.042,Small is Beautiful
4946,-0.14,0.175,0.077,Small is Beautiful
4947,-0.152,0.371,-0.04,Small is Beautiful
4948,0.058,0.228,-0.094,Small is Beautiful
4950,-0.252,-0.011,-0.216,Small is Beautiful
4951,0.28,0.185,-0.246,Small is Beautiful
4954,0.164,-0.086,0.046,Small is Beautiful
4958,-0.114,0.075,0.003,Small is Beautiful
4959,0.034,-0.091,-0.019,Small is Beautiful
4960,-0.071,-0.168,0.035,Small is Beautiful
4961,-0.281,-0.026,-0.129,Small is Beautiful
4962,-0.082,0.386,-0.257,Small is Beautiful
4963,-0.088,-0.254,-0.302,Small is Beautiful
4965,-0.333,-0.081,0.056,Small is Beautiful
4968,-0.217,0.168,-0.006,Small is Beautiful
4976,-0.102,-0.117,0.113,Small is Beautiful
4977,-0.101,0.109,0.074,Small is Beautiful
4979,-0.074,-0.011,-0.042,Small is Beautiful
4980,-0.058,-0.01,-0.323,Small is Beautiful
4982,-0.067,-0.008,-0.116,Small is Beautiful
4985,-0.188,0.049,-0.087,Small is Beautiful
4990,-0.049,-0.002,-0.029,Small is Beautiful
4992,-0.054,0.053,0.185,Small is Beautiful
4996,-0.187,0.098,-0.155,Small is Beautiful
5000,-0.089,-0.183,0.056,Small is Beautiful
5003,0.038,0.072,-0.054,Small is Beautiful
5004,-0.312,0.05,-0.105,Small is Beautiful
5005,0.291,0.36,-0.096,Small is Beautiful
5007,-0.143,0.114,-0.007,Small is Beautiful
5008,0.01,0.099,-0.215,Small is Beautiful
5009,0,0,0,Small is Beautiful
5010,-0.067,-0.102,0.095,Small is Beautiful
5011,-0.23,-0.087,-0.017,Small is Beautiful
5012,-0.082,0,0,Small is Beautiful
5013,-0.14,-0.15,0.132,Small is Beautiful
5014,-0.147,0.176,-0.131,Small is Beautiful
5015,-0.201,0.009,-0.011,Small is Beautiful
5016,-0.024,-0.185,-0.053,Small is Beautiful
5017,-0.169,-0.112,-0.133,Small is Beautiful
5018,-0.012,-0.136,0.18,Small is Beautiful
5019,-0.313,0.042,0.003,Small is Beautiful
5020,0,0,0,Small is Beautiful
5021,-0.002,0.392,-0.029,Small is Beautiful
5022,-0.078,-0.109,-0.014,Small is Beautiful
5023,0.085,0,0,Small is Beautiful
5024,0.086,-0.011,-0.201,Small is Beautiful
5025,-0.175,0.054,-0.384,Small is Beautiful
5028,-0.371,-0.014,-0.078,Small is Beautiful
5031,-0.405,-0.314,-0.443,Small is Beautiful
5036,-0.144,-0.228,-0.548,Small is Beautiful
5038,0.047,-0.181,-0.019,Small is Beautiful
5042,-0.181,0.001,0.076,Small is Beautiful
5045,-0.328,0.163,-0.119,Small is Beautiful
5046,0.096,-0.136,0.055,Small is Beautiful
5047,-0.032,-0.232,-0.032,Small is Beautiful
5050,-0.039,0.014,-0.297,Small is Beautiful
